additional_info,amenities,city,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,occupancy,pageurl,property_address,property_id,property_name,property_type,room_price,room_types,similar_hotel,things_to_note
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,Lucknow,"What should you know? Hotel The Grand is a budget property, situated on 4 Nawal Kishore Halwasiya Road. This hotel offers facilities and services like 24-hour front desk, internet access, travel desk, and security. This property offers accommodation in 20 rooms that come with in-rooms amenities like room service, air-conditioning, attached bathroom, dressing mirror, telephone facility, writing desk, cable television, laundry service, and doctor-on-call. Guests staying at this hotel can visit the nearby restaurants for their meals.Why should you stay here? Here, guests can relax and also explore the city, and nearby places with ease.",,,12,http://stay-imgs.stayzilla.com/resize/1200x800/31131/344810.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344784.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344626.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344628.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344782.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344794.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344798.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344800.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344802.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344804.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344806.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31131/344808.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-the-grand-31131?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Lalbagh, Lucknow",31131,Hotel The Grand,Hotel,1168,Economy AC Single,Hotel Just 9 Inn|Hotel Mandakini Mezbaan|Hotel Grand|Nirmal Palace Hotel,All taxes .|Kindly Note:|Hotel doesnt have Restaurants in the premises .
Acceptance Rate:100 percent|Response Time:< 6 hours,Elevator|Parking|AC,Lucknow,"What should you know? The hotel is situated near Dental Clinic on Sabzi Mandi Road at Char Bagh in Lucknow. It offers accommodation in 46 well-appointed AC and non-AC rooms. It offers several amenities like air conditioning, laundry service, television with satellite connection, doctor-on-call, travel desk, elevator, car parking space, laundry service, and a telephone. The hotel accepts all major debit and credit cards for payment. Amausi Airport, Lucknow is the nearest airport from the hotel. Guests can relish Chinese, Italian and other vegetarian and non vegetarian dishes in the hotels in-house restaurant.Why should you stay here? This is a budget-friendly property and a preferred stopover for travellers who want comfortable accommodation at affordable rates in the city. The hotel is located in proximity to Bada Imambada, Lucknow Zoo, Hazratganj Market, and Char Bagh Bus Stand.",,,14,http://stay-imgs.stayzilla.com/resize/1200x800/26545/826258.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826240.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/125387.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826234.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826236.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826238.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826242.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826244.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826246.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826248.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826250.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826252.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826254.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26545/826256.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-triveni-26545?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Charbagh, Lucknow",26545,Hotel Triveni,Hotel,556,Double Non-A/C Rooms,Hotel Gagan|Hotel Sunrise Annexe|Hotel Centro|Hotel Safari,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Lucknow,,,,32,http://stay-imgs.stayzilla.com/resize/1200x800/68258/836738.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836718.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836674.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836676.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836678.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836680.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836682.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836684.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836686.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836688.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836690.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836692.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836694.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836696.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836698.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836700.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836702.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836704.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836706.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836708.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836710.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836712.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836714.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836716.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836720.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836722.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836724.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836726.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836728.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836732.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836734.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/68258/836736.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-sapna-68258?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"SBI Road, Lucknow",68258,Hotel Sapna,Hotel,800,Double Non-A/C Rooms,Maa Durga Hotel & Amp; Resturant|Jai Hind Guest House|R K Guest House|Hotel Lucky Inn,All taxes.|Kindly Note:|Hotel doesnt have a restaurant in the premises but food will be provided on Order Basis by the Hotel Management.
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,Shekhawati,,,,,,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/fateh-vilas-76280?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,", Shekhawati",76280,Fateh Vilas,Hotel,2667,Double A/C Rooms,,All taxes.|Complimentary Breakfast.|Kindly Note:|Guesthouses doesnt have restaurant in the premises.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,Lucknow,,,,5,http://stay-imgs.stayzilla.com/resize/1200x800/111048/972080.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111048/972072.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111048/972074.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111048/972076.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/111048/972078.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/best-paying-guest-house-111048?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Vishal Khand, Lucknow",111048,Best Paying Guest House,House,445,Double Non-A/C Rooms,,
Acceptance Rate:100 percent|Response Time:< 6 hours,Elevator|Parking|AC,Lucknow,,,,6,http://stay-imgs.stayzilla.com/resize/1200x800/99604/875716.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/99604/875696.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/99604/875700.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/99604/875702.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/99604/875706.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/99604/875710.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/shanta-vs-continental-99604?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Gautam Budh Marg, Lucknow",99604,Shanta VS Continental,Hotel,1200,Deluxe A/c Double,Hotel The Grand|Nirmal Palace Hotel|Hotel Just 9 Inn|Hotel Yashoda,
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Lucknow,"What should you know? Hotel Rangoli believes in providing high-end amenities for their guests with personalised services and warm hospitality. The hotel provides basic amenities like LCD TVs in all rooms, prompt room service, laundry and dry cleaning services, and internet access. It also offers a conference and banquet hall for corporate travellers. It is less than a kilometre from the railway station and around 7 km from the airport, thereby making this hotel highly-accessible by rail and air.Why should you stay here? The hotel is luxurious and offers warm, hospitable services. It is also conveniently located at the centre of Lucknow and close to commercial hubs like Hazratganj, Aminabad, and Alambagh.",,,10,http://stay-imgs.stayzilla.com/resize/1200x800/36460/180588.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180584.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180570.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180572.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180574.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180576.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180578.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180580.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180582.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36460/180586.jpg,,,1 Adult 1 Kid,https://www.stayzilla.com/stays/hotel-rangoli-36460?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Charbagh, Lucknow",36460,Hotel Rangoli,Hotel,1500,Single A/C Rooms,Hotel Monarch Inn|Hotel SSJ International|J C Hotel|Hotel Vinayak,"All taxes.|Complimentary Bed Tea.|Complimentary Breakfast.|Complimentary Wi-fi.|Kindly Note:|Hotel doesnt have restaurant in the premises.But homemade food be provided in order basics.|This Tariff is not applicable for long weekends, Government Holidays and festival period."
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Lucknow,"What should you know?Situated in the heart of the city, Hotel The Grand Radiant is one of Lucknows most prominent budget hotels. They offer Executive, Superior, and Grand rooms. Each room has wifi accessibility, a mini bar, refrigerator and comes with complimentary breakfast. They also have Banquet Hall with a seating capacity of 100. The hotel also has a pickup and drop facility and a doctor on call. It is only a few minutes drive away from the airport and the city center.Why should you stay here? The Grand Radiant is centrally located and provides extensive services at a budget rate, making your stay in the city a comfortable one.",,,43,http://stay-imgs.stayzilla.com/resize/1200x800/36476/828694.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828692.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180680.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180702.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180704.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180706.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180708.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180712.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180714.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180716.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180720.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180722.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180726.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180728.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/180734.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828634.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828638.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828640.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828642.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828644.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828646.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828648.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828650.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828652.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828654.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828656.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828658.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828660.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828662.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828664.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828666.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828668.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828670.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828672.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828674.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828676.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828678.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828680.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828682.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828684.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828686.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828688.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/36476/828690.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-the-grand-radiant-36476?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Hussainganj, Lucknow",36476,Hotel The Grand Radiant,Hotel,5190,Executive AC Single,Hotel Deep Palace|Mera Mann|Best Western Plus Levana|Ranjees Hotel,"All taxes.|Complimentary Breakfast.|Complimentary Wi-fi.|Complimentary Mineral Water Bottle.|Kindly Note:|This Tariff is not applicable for long weekends, Government Holidays and festival period."
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking|AC,Lucknow,"Our property is well known in the city for its warm hospitality and refreshing stay options. There are 13 rooms available, all of which are neatly maintained and properly furnished. The hotel rooms come with several in-room amenities, such as air-conditioner, minibar, colour television, tea or coffee making machine, telephone, and an attached bath. Guests can feel safe on the property due to the 24-hours security facility available. Other hotel services and facilities include round-the-clock front desk, travel desk, room service, and medical assistance. Some of the tourist attractions near the hotel include Ashiyana Church and Chattar Manzil.",,,6,http://stay-imgs.stayzilla.com/resize/1200x800/54344/561904.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/54344/561892.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/54344/311872.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/54344/311874.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/54344/311876.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/54344/561898.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/una-homestay-una-house-54344?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Kanpur Road, Lucknow",54344,UNA Homestay UNA House,Homestay,2078,Deluxe AC Single,Garden View Inn Lucknow,"All Taxes.|-Complimentary Breakfast.|Kindly Note:|Extra bed will be provided on additional charges that has to be paid to the hotel management at the time of direct check in.|This tariff is not applicable for long weekends, government holidays and festival period."
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,Lucknow,,,,26,http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018460.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/345762.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018410.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018412.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018414.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018416.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018418.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018420.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018422.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018424.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018426.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018428.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018430.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018432.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018434.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018436.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018438.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018440.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018442.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018444.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018446.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018448.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018450.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018452.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018454.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/55304/1018456.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-lucky-inn-55304?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Gomti Nagar, Lucknow",55304,Hotel Lucky Inn,Hotel,800,Deluxe Non AC Double,Intercity Guest House|Austha Guest House|Hotel Sapna|Maa Durga Hotel & Amp; Resturant,Hotel doesnt have Restaurant in the Premises but Food will be Provided on Order Basis.|Room Service is Available.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Lucknow,"What should you know? Established in 2005, this hotel offers 42 stylishly furnished and comfortable rooms. The amenities provided by this choice of stay include ample parking space, airport transfer, bar/lounge, and dry cleaning. The in-room amenities offered by the hotel include a tea/coffee maker, cable/satellite facilities, private bathroom with modern toiletries, complimentary newspaper, and a telephone. This hotel is ideal for leisure guests as well as business travelers as it provides amenities like banqueting facilities, conference rooms, business services, Wi-Fi accessibility, and a convention center. The property is 17.5 km from Chaudhary Charan Singh International Airport, 6.4 km from Lucknow Railway Station, and 9.9 km from the bus stand.Why should you stay here? Few sight-seeing places around this hotel, which guests can visit, are Lucknow Museum, Devi Temple, and Bhool Bhulaiyaa.",,,29,http://stay-imgs.stayzilla.com/resize/1200x800/71178/837868.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837818.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837788.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837790.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837792.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837796.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837798.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837800.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837804.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837808.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837810.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837820.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837822.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837826.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837828.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837830.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837836.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837838.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837840.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837842.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837844.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837846.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837848.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837850.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837856.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837858.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837860.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837864.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/71178/837866.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/j-c-hotel-71178?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Nirala Nagar, Lucknow",71178,J C Hotel,Hotel,1417,Deluxe AC Double,,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Elevator|Parking|AC,Lucknow,"What should you know? Hotel Golden Sky is a boutique hotel that hosts corporate meetings, leisure travellers, and family vacationers. Here, guests can avail facilities like 24-hour front desk, travel counter, internet access, car parking, fitness centre, conference facilities, business centre, and travel support. This hotel offers accommodation in 45 rooms that come with 24-hour room service, air-conditioning, hot and cold water, safety locker, colour television, minibar, newspaper, ironing facility, telephone, and doctor-on-call. The in-house multi-cuisine restaurant serves traditional Indian delights. It is 1.3 km away from Charbagh Railway Station and 1.2 km from Lucknow Railway Station.Why should you stay here? The location of this hotel is convenient for visitors as it is close to railway station, banks, and market area, which makes the stay worthwhile for visitors.",,,16,http://stay-imgs.stayzilla.com/resize/1200x800/32404/289268.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289262.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289200.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289234.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289236.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289238.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289240.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289248.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289250.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289252.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289254.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289256.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289258.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289260.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289264.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/32404/289266.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-golden-sky-32404?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Charbagh, Lucknow",32404,Hotel Golden Sky,Hotel,1724,Sky Deluxe AC Single,Hotel Sky High|Hotel Global Inn|Hotel Vinayak|Function Inn,"All taxes.|Complimentary Wi-Fi.|Complimentary Breakfast.|Kindly Note:-|Above tariff is not applicable during festival time,Long weekends and Govt. holidays."
